9845,9720
8130,7465,7706
7528,5764,9371
7263,1981,7995
9257,4278,2201
3060,2761,9480
6935,4001,1642
717,3354,5128
4746,7874,684
5674,9770,7753
2746,4058,682
8800,3519,7734
3923,3431,8356
2445,1273,9022
7762,8620,2378
4546,7440,550
1638,1851,4788
8285,5031,6762
6558,6329,3911
3824,5093,9558
3512,2983,2413
4514,6650,6220
5880,8507,2828
7067,1305,5173
462,652,1861
3190,8112,4471
876,1713,892
9821,6634,7020
6438,2775,8973
4224,6863,3019
1034,576,3230
7259,5744,7675
6799,5917,2985
4166,1752,4928
6069,6095,9562
9114,1207,8172
1368,442,8255
6822,355,4888
4376,5850,1752
9010,4587,6653
9895,5723,4089
5100,1871,8996
6233,3448,7875
3788,7336,4768
2061,152,1306
6146,1404,1195
5470,8587,4807
6914,4762,4008
3918,8450,6104
8168,3863,9871
1081,1884,4821
8512,4364,2783
9680,9024,2953
4792,3831,4934
1512,5736,4769
2930,567,5444
2091,8056,7044
6913,3670,493
1167,1507,1560
6439,2149,2423
5327,8637,3062
8648,1463,554
1787,6990,9054
9576,1385,8980
123,4646,4048
4535,5791,7158
9974,276,3701
9410,4548,8960
9666,4358,467
622,4831,4585
7456,7516,2338
2849,8618,519
4684,4458,6581
3272,2667,9348
6163,6962,9015
8154,9323,5350
3149,801,685
7309,7946,5774
3494,4959,9968
9289,7288,2081
5949,765,6159
592,2498,6860
1176,279,1323
2789,3735,2443
516,1886,8172
4866,9141,1068
9845,9253,6800
2919,273,3887
5880,7619,1672
3718,479,8626
4325,1445,5087
1979,3197,3035
6586,6091,1105
486,6748,6599
7516,1778,8710
2318,8532,3946
2220,4192,8877
70,4141,9879
1465,8433,6696
7728,9769,7713
5814,7206,9526
2854,6079,7205
3047,8691,1993
1140,508,5939
9146,7044,5691
5721,378,159
219,2657,3985
7659,9774,6837
2663,1147,3101
645,140,3828
1034,4549,9838
7322,7680,3586
3273,6579,3006
427,308,5038
2363,8253,7424
1432,3907,5712
5674,2945,6930
2877,2787,2727
7813,9444,489
4547,4382,191
4706,8318,4438
1399,5634,1231
7461,2023,9618
3807,1941,714
4360,8279,9779
9411,1455,5627
8756,5087,8141
7764,3070,1758
7874,3763,1773
1160,4471,1442
3482,8423,7087
4702,5334,6743
657,3799,4025
280,2281,2070
5396,4298,1391
3413,1334,6558
901,5531,9932
34,642,4370
6638,5937,3734
3212,9340,3879
2091,1062,7450
6330,1772,9749
2270,7137,7263
176,9053,4340
9649,1513,133
9043,7073,6213
2877,4626,6873
4130,8904,3845
6354,7651,6178
3052,5024,4380
2877,3827,977
4700,6881,6753
5529,7749,9749
1799,471,9141
891,4734,5230
1201,5033,3382
3407,458,8641
9162,9595,1740
5346,2776,423
6732,3274,3325
2464,5894,9594
6998,9928,4690
7794,8382,4822
7410,6262,409
5730,5651,225
2297,4619,4162
7686,6764,6506
1089,8556,6930
5043,9685,2359
9169,9889,993
5747,2869,1920
9303,1488,6637
3339,9179,7733
4001,4078,8219
2346,3919,6000
4660,7702,6425
219,3176,2046
4830,2883,5509
9828,5314,166
4990,2950,5266
4562,2381,8956
8410,6887,6256
9821,5356,2979
5305,3162,3469
9638,4436,4194
997,1684,98
8522,8724,5277
5385,2412,5085
6836,1252,1724
6282,6639,861
4373,2053,7737
174,5102,9415
26,9629,576
7175,324,5992
3224,8973,9211
9285,1406,7157
416,9946,2573
4923,1802,7041
3055,1400,9448
2008,813,9184
527,8177,8555
2090,7479,5444
8127,5699,6441
7786,4022,7899
4219,3335,5954
233,1175,7230
1375,3642,9
1817,19,6351
8410,4441,8299
3400,6089,3888
3555,5278,8666
2351,1944,8811
9667,2239,1081
5888,9404,6023
7270,5269,1031
3460,9027,2800
2124,2131,4313
4675,6257,5979
3715,5086,9830
8491,7582,6192
5102,5301,7534
5377,4618,3461
7727,3319,6467
6822,3004,8708
8925,4077,6078
233,660,4755
1488,8039,569
150,1387,9493
5921,8430,9112
6159,1810,1869
6603,8695,3949
1458,8723,1316
9147,777,1962
6369,9803,2522
8532,5316,2965
3950,2549,4052
3713,4304,7038
3018,9304,9074
2600,4637,2592
9691,4920,4827
8101,5589,6951
5218,3608,6448
492,855,9117
517,7207,5557
8055,8900,9320
250,2141,1701
2434,1746,9476
773,1017,8386
7513,971,4962
9451,4191,3973
9769,6790,4886
8735,6806,5075
7865,9276,4381
4554,1705,7761
6437,2783,1963
9840,5440,7328
9353,2350,5113
6095,5535,7516
5847,9636,2884
5266,3195,9742
6925,7861,8845
4248,3885,4458
2657,2243,5005
8155,3728,3344
6748,9093,9222
2291,9023,5250
9902,7986,711
804,5065,6571
3907,852,596
9588,453,9128
2754,6371,2292
7490,5018,6029
1749,7213,4318
1614,7759,9823
9018,8176,1974
8259,7618,2903
4129,5777,9952
6158,4729,5546
8587,9112,2713
108,6471,8906
3257,2904,6805
3381,7054,9095
7362,3671,9079
8390,6347,4419
5225,5333,3518
9227,1831,4611
3622,2844,1850
356,4118,218
567,6849,7653
2239,774,5166
1862,5502,704
1085,9270,1904
4877,91,7924
8672,7783,6154
5266,6024,1004
3542,2694,3099
9178,7428,9175
5911,9102,427
1567,9295,4289
1459,745,4822
4361,7777,4175
8055,1342,44
3573,7144,658
7389,6203,8959
6049,6487,690
6439,5628,7637
7050,3206,6374
1661,206,334
6001,8222,1792
2071,6839,4209
4575,4629,9315
2287,5958,1634
4619,3653,3475
5638,7966,3331
1078,615,8804
2268,932,72
693,2418,3123
1875,5953,1236
2397,8630,8127
8428,8802,1893
1079,6238,5596
8501,5836,1010
3339,1346,2327
6386,6546,3605
4865,6934,2892
6407,444,7759
1549,585,8238
1533,691,9843
7607,8241,5158
4215,5130,3495
21,3814,2466
7091,7038,7820
5311,7523,9400
2718,5306,4174
4682,4594,6134
8262,3367,835
3728,3334,4607
2091,7542,7116
8592,8835,1424
4478,914,6405
5074,964,3706
5043,2034,3611
4426,3912,5079
9897,6108,4172
781,1911,8629
3592,6277,3001
8720,8777,9163
5546,2740,3658
8500,9398,6475
8974,1523,6563
2214,4542,6647
2266,7088,6612
7783,4930,3849
5699,4486,8580
4494,1529,8054
8436,6729,6254
7798,6465,6605
8170,2653,4161
9323,4225,8294
8681,6815,1077
2768,1785,8707
5544,1616,7750
4567,2436,3956
9311,8822,2336
3491,8354,5109
4525,7,7760
3162,9538,9409
5567,4368,2427
5223,8593,366
7126,4149,7971
5275,9329,9562
4279,3044,3551
1167,2688,7982
6971,6334,9061
8176,7968,4603
8663,6009,6646
5680,5344,1196
6640,6618,9590
7794,6356,6081
6660,265,1606
1466,1543,5320
7550,3990,2986
8169,709,6811
8492,3026,4018
7777,3058,8862
276,8520,121
9233,6118,8516
7289,4818,2960
2304,6566,4485
444,9095,4065
1899,8763,7154
2806,4329,4358
8683,9281,8907
6322,4931,97
281,7604,9640
9052,4802,2564
1896,4350,9876
5830,7641,2905
4530,6906,1554
518,3768,2358
1927,8510,3112
2963,8655,975
5746,6647,9560
9715,9119,6637
6257,5277,8140
4242,6391,4133
5478,1125,556
7628,3086,4963
6546,9747,8572
6636,8938,3039
6581,3563,5834
4376,1745,5608
5328,7374,1659
9467,7225,3061
3972,1809,3206
9022,594,3835
3507,513,4183
1906,1170,4486
4992,8864,6727
8899,3119,2541
1095,9427,2926
4242,2882,7612
8546,1714,7842
749,466,1309
5486,5606,5578
6416,6877,399
3592,3711,2374
6319,5805,8875
5187,3575,778
3756,4032,8860
6024,6140,3945
928,1139,9191
9089,5853,3788
8008,121,1614
7333,962,2705
5474,8232,9147
6490,8051,372
4817,2536,291
7526,5762,7274
964,8907,9461
9636,3355,5690
8516,9537,8907
882,723,619
693,2520,4914
3247,4875,4166
2869,778,5991
4476,1391,927
4413,4440,7152
5087,2956,8129
8541,6002,9015
9817,1130,4030
7684,9418,666
8966,3685,4123
9526,2880,3585
7781,7990,9021
1273,7978,4331
8176,1801,2989
2270,7520,9225
3873,5051,923
8494,4412,2675
4653,6717,1628
3413,8549,546
4871,8300,5128
3158,5795,6084
9817,2852,6727
987,9536,2612
7347,9495,869
1925,1657,6594
9141,6840,1418
9915,7258,9404
1338,7761,8052
2906,1857,6760
7728,2426,2043
6087,8069,9857
2081,7223,5247
3112,332,9134
3760,3651,9931
2139,241,1329
8829,6518,8033
6884,3947,227
6282,6399,5962
7479,5204,2393
9235,1467,432
8228,2891,4752
1048,6615,6671
91,137,2295
3474,3787,5934
9326,5205,2133
8170,8045,5737
378,6557,356
9185,7716,3894
4222,1510,5373
801,1505,9692
5334,1241,7122
3494,9070,2430
9225,2602,5426
5331,7113,3923
7258,9356,8862
8518,2422,9057
805,6035,3783
9303,5799,7887
4769,9572,344
8747,5767,4064
4866,1768,906
2806,3619,2054
3825,7559,5526
6600,4780,8012
8538,4840,2108
3047,9754,7009
8848,4550,512
6686,5781,3911
7685,3867,752
7958,2154,3812
7053,5907,6166
536,7393,8
657,2360,162
3922,2170,2329
4040,6710,7712
618,8597,9737
4425,3803,9732
8482,9995,7533
2602,3276,330
3947,3582,6049
2880,7138,8675
2783,4249,1678
809,4175,445
7433,4936,6746
936,4657,3391
4303,238,6177
2064,2703,665
1981,6728,5895
2272,5437,6988
9743,4894,2426
2966,4810,9202
7977,7501,3185
5726,2641,7978
9734,269,5966
9334,7953,4274
1543,752,4146
8384,2097,8337
745,2671,9617
9502,5131,7224
6225,2480,774
2459,8868,1730
1876,415,8875
2930,2187,9600
9711,7278,8488
6054,898,5099
1371,3729,3154
7523,9203,7398
2491,2800,8237
6760,5698,3233
4044,4710,1325
3833,8488,2242
566,6185,3160
2599,9975,6795
2556,267,2761
9981,9287,250
332,1353,2508
8455,9363,7414
1918,6517,925
6697,812,9848
1229,2589,5448
5623,4821,4327
1844,5582,3179
9643,5943,859
7553,2062,4007
9655,6901,3039
4249,5751,1465
9168,3746,6068
2993,2980,8114
921,9990,8354
4821,1340,667
922,9736,6290
7740,6750,750
6539,8135,9501
8351,6691,1085
9731,1245,2162
5706,2679,3427
6086,4432,2783
3465,6671,9170
9120,9358,4509
7260,6862,7663
3010,6042,1929
9441,912,9316
8793,8006,9076
4676,5428,760
6514,9342,8557
6999,8733,2816
5569,7779,7100
7968,6807,5408
8063,6946,2115
9653,4498,3268
9555,8844,2190
3790,3894,8610
5448,8339,1721
1154,2107,4087
9212,8275,1902
3566,3941,5967
1273,7706,4510
3441,1852,3975
2848,8949,3094
4778,40,6579
7982,5066,8349
202,223,1018
8720,6057,2103
1743,8142,8033
5634,4801,6665
76,5303,1663
9280,4891,4761
7499,6747,2902
2149,5124,4625
9468,7100,6821
2814,5771,6916
5316,8050,9336
7859,4760,1450
3045,9130,1150
9953,9424,7292
3639,3189,6303
4130,1496,1402
1339,1869,4708
7389,7063,4460
7131,8047,3050
5564,2204,4470
1476,4846,575
9583,1571,1237
8532,9579,5234
1846,1853,8263
2651,3879,605
3512,9635,3180
8871,2029,1213
4871,3477,875
6095,1958,4372
8430,9019,4778
8889,3974,9240
8757,20,536
6862,1975,5647
8731,143,2955
9415,5882,2536
2056,4256,4165
736,1769,3161
2769,3103,5011
5086,2299,870
7249,6408,9762
8626,1560,9292
2876,4848,4294
7850,483,6045
9350,1450,1823
4110,4564,1895
4271,9919,5609
3604,2828,7811
9774,9431,7619
295,8792,964
6822,9864,2514
7198,9994,8130
2101,1188,5232
2284,7840,3242
1557,6643,9080
9643,7780,9277
7073,8490,4004
976,6723,503
9667,8020,1512
7289,8824,2757
813,5182,2343
550,3140,6125
3783,8210,9698
2871,7156,2907
5907,2054,6952
3131,1251,949
6326,2749,427
4306,4861,927
5106,2561,7437
568,9776,2571
4619,3505,5584
7602,7674,3639
2688,5312,8556
1616,4275,6995
5548,759,9942
70,6513,1160
8556,8294,7903
6002,1972,9715
9607,2632,3111
823,1087,6908
2090,4295,5498
6726,3457,650
4731,9103,1135
3915,7153,1923
7344,3969,9835
7039,6289,2795
1252,9906,1883
7136,1982,1180
183,7177,3709
4509,3370,4968
4629,8461,706
3460,7380,5732
7456,3970,6092
595,1070,1241
8282,6633,5652
4457,646,5194
8051,1996,1801
8646,926,7099
5899,4232,9994
2599,319,7908
1899,6791,1724
4259,6245,8744
5287,9826,44
633,5103,4597
4052,8137,8446
4935,5143,1535
6949,1894,4137
8619,9756,491
668,6842,2174
2843,3878,7502
7331,5963,7973
6054,6051,4692
6243,2944,4192
6298,6310,836
4760,1766,1588
6525,544,1118
2381,3091,8810
6358,9614,7719
3749,7076,284
9170,6854,2068
3542,9243,1210
1062,6217,9282
4866,1531,5371
354,7009,2330
6850,6785,2531
7260,1942,7388
7100,977,5202
8404,9750,8808
7766,2910,150
3711,6402,3944
272,6702,414
4407,1615,4741
3773,5913,3801
6428,5129,9456
1578,7338,4307
4731,1885,444
8922,3433,7601
6990,1966,5390
1059,8746,8885
2519,6109,1438
3977,4051,2526
2081,7457,561
6996,8269,6888
3745,48,4776
4350,4263,6081
4353,5167,4317
3790,2156,7457
6694,396,2392
1316,414,590
1759,4787,1374
8028,3241,3269
6682,2448,5345
2675,5633,3655
9151,5491,6684
1238,1837,5614
5646,6446,255
2559,9370,8875
7837,6560,1253
3010,9551,9037
6849,172,4776
4088,3462,7189
3454,8348,6834
3711,9815,2795
825,2821,5842
3824,3514,5006
9171,1015,8066
5747,9761,6442
1255,7134,3309
9597,4062,2029
3274,3161,3446
8052,1990,8015
4480,7918,437
3168,856,3939
4754,1168,3919
4576,7026,391
9680,9439,6585
1857,6044,4597
518,3145,4749
4471,9100,7825
1527,820,367
5792,7300,5034
119,7388,6926
6749,5703,1764
9102,5643,8232
9488,9055,9495
7490,2517,7047
1512,419,42
3306,3523,5700
4438,2479,3683
175,286,5862
2589,9689,3545
6687,9025,9220
4031,5321,7559
1511,9318,1313
5437,5498,1911
6477,1469,2410
693,7625,8833
1076,2961,2466
1255,5930,1645
5638,7506,5885
4175,8377,4988
6867,6831,2582
3795,9413,3499
1876,5733,9850
7981,4385,8896
2743,910,5431
8517,5608,658
6652,9922,1857
5753,624,6379
2537,4563,6363
7063,6152,639
5214,9012,8558
1945,4339,7240
8717,5525,8732
1168,9229,7548
9237,1702,6804
4935,5355,6254
9170,1521,6112
8470,6948,9268
3557,1454,4951
288,8321,6582
5544,5901,6152
2682,5409,8010
9532,8807,5827
2141,1847,3484
5589,393,6863
3839,7564,6578
1925,7814,5942
3893,3050,1393
723,3260,3895
3359,4418,2672
1772,8499,9238
2821,5652,7100
9713,1592,99
7441,2702,8839
9556,1988,5
3121,6808,489
7586,9207,70
2979,4221,7005
5344,8330,7681
1852,872,3842
8996,5053,2595
3763,6302,694
8630,9187,4076
1459,3453,2994
9796,584,9603
9293,4932,8048
785,1626,2456
68,1716,2659
121,6285,9762
6620,374,7308
2649,4945,1400
6949,5839,2989
293,5989,9132
6615,1985,4770
1441,3870,657
9018,1186,1694
5061,8950,8654
691,4202,4701
4238,4515,4195
8348,1698,9276
2878,2386,1016
815,9875,4515
3651,7090,2820
7523,1247,3249
4006,5956,3288
405,9947,9963
7059,2163,1632
6010,5257,3253
5821,1524,8930
2523,6909,3002
114,6484,8588
3886,6267,6490
4008,8752,124
517,9131,559
9563,8818,9156
3591,2907,8971
4729,7603,2808
9356,4735,6498
6598,7581,5303
3796,52,8503
8769,5915,7968
6066,4034,8418
9189,372,3016
1522,9986,445
1808,5639,9545
9998,9943,3581
5045,2341,5795
6737,7544,3538
9163,806,213
976,8918,9614
6372,2471,2978
3608,9384,4699
8140,4881,5459
6089,3606,5128
661,1264,2889
3362,6405,5072
9325,1888,231
875,9898,6456
723,6119,3987
4760,8934,3888
8574,3636,1702
6073,3865,8325
933,7082,9990
1899,8716,5303
7433,7724,4364
165,2251,24
5102,3593,7284
6981,7463,612
3922,7304,247
3899,9615,1660
6791,7826,2931
1705,1358,3482
7966,3016,35
8766,5499,7285
552,1275,633
9150,9204,3891
7097,145,4302
9190,7756,8730
2121,1850,4630
4734,6915,1848
4400,6561,8958
3557,2856,5920
7498,4165,3211
1058,3812,8347
9593,8917,1233
9663,6156,6649
7888,9442,1106
9424,3030,5008
5136,3643,2574
2596,6543,5435
9927,7185,1271
7247,6078,1166
989,4909,7865
4985,9339,3026
5680,7667,5731
6822,8812,6025
5177,6448,7616
9893,1994,5315
2680,9985,1690
6371,7710,2263
1167,5540,2114
1612,6676,7740
8651,5427,9110
5877,6343,9589
3514,5714,4880
867,3410,3797
2323,5265,5386
3620,3908,9641
5575,5607,8934
3862,6497,8930
8229,353,7592
9293,4395,2308
2519,6766,6471
7397,3656,3763
9303,294,9593
2429,1757,6924
1611,1165,2564
5322,1889,6379
7586,1376,5067
1364,2033,1376
9361,8745,8848
5932,7330,3863
6854,8551,8781
176,8015,1929
541,5599,6639
6600,7427,3943
5744,5315,117
4875,2198,8441
5395,8635,1539
5730,8363,6237
8979,8391,4670
4118,7470,2098
7659,6516,7852
4080,6239,1774
3164,9389,9638
5696,3888,3692
5607,7556,5166
2243,2750,7324
8611,7752,5255
836,7636,521
973,7654,8071
6594,4902,9174
7131,2587,5773
4677,6335,4750
5842,1665,1833
5909,1225,4461
1107,2241,641
9387,1770,5789
9131,2458,3745
1660,7679,6221
8541,5268,2679
1255,6763,6095
1818,1388,8126
6589,3578,6783
4754,915,489
2979,6441,5716
2746,7899,1277
5520,234,6415
6979,169,9894
4875,5272,779
3611,480,1285
9206,6449,5240
5142,8764,2389
9765,4251,1485
6623,4680,6934
70,7442,1716
8087,2073,8767
9398,6380,4601
1657,9057,4254
7186,6802,2925
1407,7459,1577
9975,2102,1766
6289,1631,5116
5509,3900,9174
8070,8474,4607
6334,1550,636
7428,3737,8664
9842,9449,9622
8226,2646,9055
7715,2267,8671
9870,7199,9032
2067,1707,4987
9140,7854,928
2852,7364,9045
3430,9015,173
9803,8740,4218
4026,847,639
7621,9454,1430
968,6211,4609
1149,2203,9964
4034,4870,772
4933,7395,2018
4373,4624,5079
8447,1046,2855
1758,3395,948
4360,4021,6048
3873,4033,342
1714,4070,5522
4263,5935,3380
4883,1761,8897
4476,1189,6228
2397,4027,533
7422,5596,5113
1563,7403,3346
4043,9997,2485
3625,5717,4768
9856,9967,5419
667,4131,5247
5328,846,5240
9233,7817,9431
1500,9950,9332
4818,1728,3299
7979,6809,4028
8818,2795,1756
9112,1234,6408
4506,8778,3842
3998,6705,9273
132,6969,9004
682,3343,3490
6253,3601,2014
4804,4406,3234
4746,2666,1192
7653,3481,6444
3615,8589,8702
7660,7065,1577
5219,9885,8115
7240,2494,9986
9346,5865,7940
2911,2507,5927
2817,3208,3638
9333,6005,7978
1830,869,6481
2871,3751,4189
8447,258,1208
8316,7640,7272
4817,5835,7410
8697,9381,6046
472,7730,4015
3469,575,3438
4576,992,296
175,2807,6776
9690,8033,7762
85,4689,3117
7231,2018,5052
5823,7471,3925
5100,4356,9886
8597,5247,503
4022,6841,8096
773,7191,7016
6386,186,6066
580,8073,6528
5842,9305,4422
7632,6292,5315
8423,8091,3681
873,9286,5787
3370,1055,1835
7642,3820,934
5130,6370,4619
4502,8496,6040
1533,9578,4826
7654,9450,3854
1864,1916,123
3311,4636,1755
4928,6966,5984
7241,227,7102
8499,538,4811
1095,4553,5807
3165,5904,6583
4056,7262,4755
8761,4268,4914
3362,351,6897
6558,8703,8948
2537,4784,3055
7113,7401,1273
9449,1405,7715
185,9231,5745
121,3921,4191
9986,6848,5906
1985,9735,9541
129,9582,3917
6671,1960,9972
722,7032,4986
1727,7704,8617
1798,6023,9737
7715,6868,9023
6371,2189,2455
842,7803,9985
7706,8557,157
4077,27,2422
5713,303,6684
2433,2312,8693
4498,4482,79
5264,5291,890
1846,2711,4573
8834,7467,5479
1897,8161,6505
5120,1784,7263
6732,5740,3172
8973,6360,6431
2443,8805,8997
7979,8146,2480
170,1224,7224
9244,4477,8555
7955,1427,3495
9638,5210,4165
6245,8002,4632
2768,8143,2131
9383,1919,9777
3579,1583,5039
4484,6385,2759
3466,8376,5424
9885,7923,6559
232,9157,4670
6699,4796,4258
2460,6555,2484
2291,3419,9012
8549,4143,1192
2071,1327,6203
4400,4957,5753
3543,1683,1452
7651,5701,6255
1927,1750,6284
8005,2739,6136
8706,4505,553
4088,2609,6455
5320,4763,8599
5913,9509,2649
2412,6721,2173
3014,784,9447
2638,7975,5982
8063,6970,7556
4220,8164,3400
7407,9976,6815
2520,3780,3625
4610,1157,4453
7752,7701,9450
9585,9076,4092
8557,4859,5809
1897,3391,1507
1070,7236,9378
3870,9086,1603
4014,8082,1689
4489,2505,6386
6717,6417,9673
2788,1428,7839
1112,7720,2730
5073,1987,9584
6823,7274,1893
4155,2735,8404
9938,2510,2973
1587,8971,6051
674,8877,1393
7479,1302,754
9139,9812,4788
2641,4067,7870
6223,8600,2069
1376,1314,4185
7595,4573,495
3158,8296,9625
2699,2741,5811
9536,77,7354
431,6422,7294
2648,2205,3482
926,2717,8215
471,1313,2909
1649,6666,3341
8504,1965,2578
5172,9958,2837
8648,8567,722
265,8042,4822
2454,3987,9058
2398,7584,7029
6866,5159,3789
9532,4856,8170
7610,3042,9400
8807,3834,195
4008,571,4759
347,8186,9325
6785,4213,2219
4910,4937,3729
6455,5957,4020
8824,6715,1610
4493,5568,2811
1808,2771,3167
9383,7535,2828
258,7585,8883
6244,6176,5612
2854,5289,5869
4280,1144,4837
5569,9862,944
6807,835,5933
1854,6986,5510
4735,5527,5456
8011,3596,8417
8646,9656,1612
9463,6606,8583
5076,437,1533
5619,3860,9880
1960,6275,7296
1975,7212,1402
8868,9900,4584
5848,5342,2675
1226,9544,6756
2980,1577,1538
36,7447,9656
5265,6664,7343
1450,8219,2538
9254,2489,6510
3041,2051,7000
1909,4844,7052
281,5977,3821
9828,4097,1789
1095,6123,7740
4253,9742,3615
319,3153,8008
9236,3806,4562
8522,1066,9849
8705,1443,8701
8127,4600,6816
1727,1709,3478
5550,8790,6290
5544,4079,3644
5612,3143,5789
723,5022,3746
8329,6975,2503
4506,8931,3244
5651,1997,1993
375,2050,2205
5540,7345,5213
150,2991,9151
3593,7741,1492
5332,7106,5349
6453,535,3311
4946,5114,1737
6866,3997,3957
8974,6307,7456
941,469,6397
7986,4699,7441
2351,4720,7446
2251,2526,9744
7604,3884,6709
3646,2234,8773
4088,5494,7272
8579,8548,8518
2750,1658,7532
2207,8687,7382
7609,7922,6555
745,1369,5189
1229,4565,4060
5730,6458,9249
2778,8781,2988
7511,9936,1755
437,2233,6110
1210,7157,9598
6501,6390,6695
7463,4574,4233
7084,8588,1429
794,8288,6641
724,6101,8330
1830,8895,7352
979,3064,6349
2264,3747,9320
6363,8463,7204
2510,4732,6138
9611,9810,8124
2769,3066,8378
3205,9174,5844
2457,1152,2749
9456,4662,5288
1218,363,8777
1397,3868,1721
2389,9745,2249
3750,6612,1922
1201,1146,534
600,1468,977
9232,1249,8630
8748,4709,8549
8551,9798,5221
1997,1622,5210
4234,1721,3109
2663,6196,5682
8922,4663,1742
2783,7210,2364
6603,6983,9468
3197,7446,7972
5427,6056,3859
1138,2805,5465
5855,1011,420
3610,4921,6348
1583,6549,1526
2286,8713,546
2827,9890,5233
8802,8983,4543
9918,2839,6485
5701,8560,5889
6027,1040,1472
9415,1887,3467
7428,3849,91
3651,4691,207
738,4379,9330
8198,9584,5772
9667,2045,7433
8801,3726,5046
7061,6974,2193
8767,9251,9775
4871,3994,6430
2587,5818,528
6859,2838,8590
9719,3387,6389
1973,8449,9233
6306,5304,631
2061,1820,6671
6848,6942,5613
4265,3293,9998
1607,8128,2166
3855,5999,781
5940,8306,8604
300,2538,4889
8611,420,1085
3341,2873,7478
4956,4526,5326
4602,4204,6163
2398,231,2821
7177,5421,5864
2454,1061,5290
9635,5001,5508
9556,7141,8754
3395,255,724
4778,7014,2351
6752,2941,5271
8165,4459,1511
8200,3903,522
7503,1267,5262
7061,9138,9386
1330,6017,1830
8169,5775,5399
1391,1596,653
9237,7261,4521
6513,1311,8879
6120,7172,1796
9815,8419,9097
1046,1222,1122
2955,520,2531
6636,7173,1536
1401,8738,6589
6818,5970,371
838,3895,3540
7187,6757,2475
4739,8715,7449
3475,1679,4420
2034,6387,7960
6822,7577,5051
7313,3438,9421
3775,5192,9009
2622,2640,5074
8512,9665,1268
5342,7429,3972
8877,4007,1213
7680,4826,7775
8173,4247,7608
801,2404,4241
1533,9192,7948
7257,1031,6219
5762,8064,2413
4202,2990,2588
1455,9155,1147
3131,9744,6138
2940,4461,8329
2024,5881,4594
8769,7841,9229
6610,610,4099
8589,8172,2136
4643,8831,3325
1560,7514,6103
1454,6429,5850
2856,9071,1455
7044,4888,302
159,1573,4171
1013,3683,215
2960,770,5967
869,6567,5536
8776,1680,3715
4828,2567,4586
3873,2319,7105
4910,4348,8598
2852,3239,9417
396,5083,4077
2141,3599,5164
3977,5307,4730
3544,7011,7120
1671,7282,2332
7090,3116,356
891,3991,4119
4665,2994,8395
7278,4473,1479
3582,4341,9824
5268,6353,8953
8864,8350,7810
7223,5402,6250
3977,3365,725
8117,1819,5088
5253,8750,2238
6823,3478,1899
9089,7645,7387
4259,5954,5438
1034,8439,9628
6577,9977,2903
1561,5171,9562
1927,9087,9184
4805,9484,1656
6513,9825,7489
2198,621,7847
8512,2677,5260
5913,5047,1523
1219,5072,8694
7403,260,6120
941,9405,9393
1906,7170,9020
3792,7574,6816
6272,771,9972
668,2851,5540
8008,614,5585
4779,3607,9580
6009,967,6380
621,3605,779
2471,9368,3411
2253,4854,486
5557,4338,2324
103,4063,5800
4957,8972,828
2527,4011,2840
1975,546,8043
9895,5059,3989
8082,2410,8186
2682,4492,2678
7192,3019,9024
1247,9617,129
9373,4071,7863
7526,4598,6727
6807,8341,2150
9545,7893,5056
1834,5285,3843
203,7827,1161
544,7160,1056
5608,6556,3580
2297,4642,9978
4376,6511,3346
6559,1731,3949
5205,2094,9565
3494,6240,6664
2734,1328,3707
258,9470,5131
9405,5516,5383
7619,583,1703
6691,8643,2710
4920,7594,5490
272,1158,5136
9502,8353,7797
9664,8272,4879
3523,4000,5896
847,8261,6371
6385,9786,4858
8155,6951,492
3293,2376,8361
8645,7269,8966
6990,2972,2227
4797,4837,7657
6286,2355,165
5114,4013,4796
6723,8856,1518
5881,2541,8005
6054,6345,8998
3143,3789,8795
9119,4961,5987
2827,2832,6565
5954,7448,9077
9654,2504,8454
2854,2615,797
3295,5765,5047
8296,4038,2562
2479,5640,2573
3919,1678,743
8982,6121,8778
6836,630,7586
3543,1872,5839
237,3421,9873
6840,7725,207
2754,9567,9519
9096,4773,6689
7543,9661,4370
3089,2621,4839
9368,4120,6658
3349,3541,4987
3157,8371,9239
9889,5700,7357
6987,3251,9510
8853,9951,6310
4665,6920,1054
5113,6468,1202
7420,2803,6033
1465,4415,6453
2878,9785,3975
1189,5595,6770
7448,7664,2317
9392,5308,9441
7888,5689,524
7513,3564,5598
8550,7203,2419
3168,9672,1396
6607,7943,3599
63,6619,5749
8830,1363,86
8414,2278,4413
3160,9549,9853
8186,6611,1830
9601,8131,271
336,4644,7818
7094,961,2581
3627,5279,3281
8055,1882,6993
1366,7127,1372
9207,9668,7112
9157,4203,2253
8861,3126,6494
9398,995,1247
6306,4193,1778
1376,5898,5634
9454,8236,4121
6270,2784,6310
175,4907,4387
9095,8623,7011
6583,489,5857
4448,487,4634
5083,4697,903
9451,9647,114
2176,6188,8440
2602,7033,3607
1529,9727,224
5474,9758,9685
3432,7478,9597
9735,4513,612
8091,1344,8005
5672,7566,9517
2619,1598,7329
4203,2359,2057
3117,647,7682
5732,9372,6986
928,2884,6310
8532,5239,7569
7276,6489,8092
4204,6787,8250
5210,3887,4673
2068,6572,6228
7019,4150,6656
7090,2918,2328
4880,1094,2884
4576,7379,7998
3548,563,8819
72,2159,7026
4129,2780,7778
8759,515,8455
2180,8380,4111
2721,3471,9292
2214,3733,8987
